,token,tag
52143,،,O
52144,در,B-DAT
52145,سال,I-DAT
52146,۱۹۱۹,I-DAT
52147,بلا,O
52148,کن,O
52149,رهبر,O
52150,کمونیست‌های,O
52151,رومانی,O
52152,با,O
52153,حمله,O
52154,به,O
52155,مجارستان,O
52156,و,O
52157,اشغال,O
52158,بوداپست,O
52159,در,B-DAT
52160,۴,I-DAT
52161,اوت,I-DAT
52162,۱۹۱۹,I-DAT
52163,یک,I-DAT
52164,حکومت,O
52165,کمونیستی,O
52166,بی‌نظم,O
52167,را,O
52168,در,O
52169,مجارستان,O
52170,پایه‌گذاری,O
52171,کرد,O
52172,.,O
52173,پس,O
52174,از,O
52175,ترک,O
52176,مجارستان,O
52177,توسط,O
52178,رومانیایی‌ها,O
52179,،,O
52180,آدام,O
52181,نیکولاس,O
52182,هورتی,O
52183,با,O
52184,یک,O
52185,ارتش,O
52186,ملی,O
52187,بوداپست,O
52188,را,O
52189,به,O
52190,تصرف,O
52191,درآورد,O
52192,،,O
52193,فاتحان,O
52194,بوداپست,O
52195,در,B-DAT
52196,۴,I-DAT
52197,ژوئن,I-DAT
52198,۱۹۲۰,I-DAT
52199,معاهده‌ای,O
52200,تحت,O
52201,عنوان,O
52202,پیمان,O
52203,تریانون,O
52204,را,O
52205,به,O
52206,امضا,O
52207,رساندند,O
52208,.,O
52209,در,O
52210,جریان,O
52211,جنگ,B-EVE
52212,جهانی,I-EVE
52213,دوم,B-EVE
52214,،,O
52215,مجارستان,O
52216,متحد,O
52217,آلمان,O
52218,در,O
52219,این,O
52220,جنگ,O
52221,بود,O
52222,.,O
52223,به,O
52224,دنبال,O
52225,حمله,O
52226,نازی‌ها,B-ORG
52227,به,O
52228,شوروی,O
52229,در,O
52230,۲۲,O
52231,ژوئن۱۹۴۱میلادی,O
52232,،,O
52233,مجارستان,O
52234,از,O
52235,متجاوزان,O
52236,به,O
52237,شوروی,O
52238,که,O
52239,آلمان‌ها,O
52240,بودند,O
52241,حمایت,O
52242,کرد,O
52243,ولی,O
52244,با,O
52245,شکست,O
52246,آلمان‌ها,O
52247,در,O
52248,جبهه,O
52249,شرق,O
52250,از,O
52251,متفقین,O
52252,،,O
52253,در,B-DAT
52254,مه,I-DAT
52255,۱۹۴۳,I-DAT
52256,از,O
52257,این,O
52258,حمایت,O
52259,صرف‌نظر,O
52260,کرد,O
52261,.,O
52262,آلمان‌ها,O
52263,مجددا,O
52264,در,B-DAT
52265,سپتامبر,I-DAT
52266,۱۹۴۳,I-DAT
52267,برای,O
52268,بقا,O
52269,در,O
52270,جریان,O
52271,جنگ,O
52272,،,O
52273,مجارستان,O
52274,را,O
52275,اشغال,O
52276,کردند,O
52277,و,O
52278,یک,O
52279,رژیم,O
52280,دست‌نشانده,O
52281,در,O
52282,این,O
52283,کشور,O
52284,برقرار,O
52285,کردند,O
52286,.,O
52287,با,O
52288,شکست,O
52289,آلمان‌ها,O
52290,در,O
52291,جنگ,B-EVE
52292,جهانی,I-EVE
52293,دوم,B-EVE
52294,،,O
52295,رژیم,O
52296,دست‌نشانده,O
52297,آن‌ها,O
52298,در,O
52299,مجارستان,O
52300,نیز,O
52301,بین,O
52302,سالهای,B-DAT
52303,۱۹۴۴,I-DAT
52304,تا,O
52305,۱۹۴۵,O
52306,توسط,O
52307,شوروی,O
52308,از,O
52309,قدرت,O
52310,ساقط,O
52311,شد,O
52312,.,O
52313,در,B-DAT
52314,سال,I-DAT
52315,۱۹۴۸,I-DAT
52316,حزب,B-ORG
52317,کمونیست,I-ORG
52318,با,O
52319,پشتیبانی,O
52320,نیروهای,O
52321,شوروی,O
52322,در,O
52323,مجارستان,O
52324,قدرت,O
52325,را,O
52326,در,O
52327,دست,O
52328,گرفت,O
52329,،,O
52330,نظام,O
52331,جمهوری,O
52332,خلق,O
52333,در,O
52334,مجارستان,O
52335,تاسیس,O
52336,،,O
52337,صنعت,O
52338,ملی,O
52339,،,O
52340,زمین‌ها,O
52341,اشتراکی,O
52342,و,O
52343,حکومت,O
52344,تک‌حزبی,O
52345,شد,O
52346,،,O
52347,همچنین,O
52348,مخالفین,O
52349,توسط,O
52350,پلیس,O
52351,مخفی,O
52352,ترور,O
52353,می‌شدند,O
52354,.,O
52355,یکی,O
52356,از,O
52357,مهمترین,O
52358,مخالفان,O
52359,حکومت,O
52360,کمونیستی,O
52361,،,O
52362,رهبر,O
52363,کاتولیک‌های,O
52364,مجارستان,O
52365,کاردینال,O
52366,یوزف,O
52367,میندشنتی,O
52368,در,B-DAT
52369,سال,I-DAT
52370,۱۹۴۸,I-DAT
52371,به,O
52372,زندان,O
52373,افتاد,O
52374,،,O
52375,در,B-DAT
52376,سال,I-DAT
52377,۱۹۵۶,I-DAT
52378,قیام‌های,O
52379,مردمی,O
52380,به,O
52381,اوج,O
52382,خود,O
52383,رسید,O
52384,،,O
52385,در,O
52386,قیام,O
52387,معروف,O
52388,۲۳,B-DAT
52389,اکتبر,I-DAT
52390,۱۹۵۶,I-DAT
52391,ضد,O
52392,کمونیستی,O
52393,مردم,O
52394,مجارستان,O
52395,،,O
52396,قیام,O
52397,مردم,O
52398,به,O
52399,خاک,O
52400,و,O
52401,خون,O
52402,کشیده,O
52403,شد,O
52404,و,O
52405,کماکان,O
52406,حکومت,O
52407,کمونیستی,O
52408,در,O
52409,مجارستان,O
52410,پایدار,O
52411,ماند,O
52412,.,O
52413,در,B-DAT
52414,سال,I-DAT
52415,۱۹۵۶,I-DAT
52416,تا,O
52417,۱۹۸۸,O
52418,،,O
52419,یوناس,O
52420,کادار,O
52421,که,O
52422,به,O
52423,شدت,O
52424,به,O
52425,شوروی,O
52426,وابسته,O
52427,بود,O
52428,به,O
52429,قدرت,O
52430,رسید,O
52431,.,O
52432,در,O
52433,اواخر,O
52434,حکومت,O
52435,شوروی,O
52436,و,O
52437,پیش,O
52438,از,O
52439,اضمحلال,O
52440,آن,O
52441,،,O
52442,حکومت,O
52443,وابسته,O
52444,به,O
52445,آن,O
52446,در,O
52447,مجارستان,O
52448,،,O
52449,آزادی‌های,O
52450,سیاسی,O
52451,بیشتری,O
52452,به,O
52453,احزاب,O
52454,مخالف,O
52455,داد,O
52456,و,O
52457,سرانجام,O
52458,در,B-DAT
52459,سال,I-DAT
52460,۱۹۸۹,I-DAT
52461,حکومت,O
52462,کمونیست,O
52463,مجارستان,O
52464,فروپاشید,O
52465,.,O
52466,پس‌از‌آن,O
52467,در,B-DAT
52468,اکتبر,I-DAT
52469,۱۹۸۹,I-DAT
52470,قانون,O
52471,اساسی,O
52472,اصلاح,O
52473,شد,O
52474,و,O
52475,یک,O
52476,نظام,O
52477,چندحزبی,O
52478,در,O
52479,مجارستان,O
52480,روی,O
52481,کار‌آمد,O
52482,.,O
52483,آخرین,O
52484,نیروهای,O
52485,شوروی,O
52486,درژوئن,B-DAT
52487,۱۹۹۱,I-DAT
52488,،,O
52489,مجارستان,O
52490,را,O
52491,ترک,O
52492,کردند,O
52493,و,O
52494,به,O
52495,۴۷,B-DAT
52496,سال,I-DAT
52497,حضور,O
52498,نظامی,O
52499,در,O
52500,مجارستان,O
52501,پایان,O
52502,دادند,O
52503,.,O
52504,در,B-DAT
52505,آوریل,I-DAT
52506,۱۹۹۹,I-DAT
52507,مجارستان,O
52508,به,O
52509,ناتو,O
52510,پیوست,O
52511,و,O
52512,در,B-DAT
52513,مه,I-DAT
52514,۲۰۰۴,I-DAT
52515,به,O
52516,عضویت,O
52517,اتحادیه,B-LOC
52518,اروپا,I-LOC
52519,درآمد,O
52520,.,O
52521,مرزهای,O
52522,مجارستان,O
52523,کنونی,O
52524,پس,O
52525,از,O
52526,پایان,O
52527,جنگ,B-EVE
52528,جهانی,I-EVE
52529,اول,B-EVE
52530,و,O
52531,فروپاشی,O
52532,امپراتوری,O
52533,اتریش,O
52534,مجارستان,O
52535,تثبیت,O
52536,شد,O
52537,.,O
52538,در,O
52539,شمال,O
52540,با,O
52541,جمهوری,O
52542,اسلواکی,B-LOC
52543,۵۱۵,O
52544,کیلومتر,O
52545,مرز,O
52546,مشترک,O
52547,دارد,O
52548,.,O
52549,در,O
52550,شرق,O
52551,آن,O
52552,کشور,O
52553,رومانی,B-LOC
52554,با,O
52555,۴۴۳,O
52556,کیلومتر,O
52557,مرز,O
52558,مشترک,O
52559,قرار,O
52560,دارد,O
52561,.,O
52562,همچنین,O
52563,در,O
52564,شمال‌شرقی,O
52565,مجارستان,O
52566,جمهوری,O
52567,اوکراین,B-LOC
52568,با,O
52569,۱۰۳,O
52570,کیلومتر,O
52571,مرز,O
52572,مشترک,O
52573,قرار,O
52574,دارد,O
52575,.,O
52576,در,O
52577,جنوب,O
52578,نیز,O
52579,کشور,O
52580,مجارستان,O
52581,با,O
52582,جمهوریهای,O
52583,پیشین,O
52584,یوگسلاوی,O
52585,صربستان,B-LOC
52586,۱۵۱,O
52587,کیلومتر,O
52588,،,O
52589,کرواسی,B-LOC
52590,۳۲۹,O
52591,کیلومتر,O
52592,و,O
52593,اسلوونی,B-LOC
52594,۸۲,O
52595,کیلومتر,O
52596,),O
52597,مرز,O
52598,مشترک,O
52599,دارد,O
52600,.,O
52601,در,O
52602,غرب,O
52603,مجارستان,O
52604,کشور,O
52605,اتریش,B-LOC
52606,با,O
52607,۳۶۶,O
52608,کیلومتر,O
52609,مرز,O
52610,مشترک,O
52611,جای,O
52612,گرفته‌است,O
52613,.,O
52614,کشور,O
52615,مجارستان,O
52616,کشوری,O
52617,مسطح,O
52618,با,O
52619,دشت‌هایی,O
52620,در,O
52621,حوزه,O
52622,کارپات,B-LOC
52623,است,O
52624,که,O
52625,توسط,O
52626,رود,O
52627,بزرگ,O
52628,دانوب,O
52629,به,O
52630,دوبخش,O
52631,شمالی,O
52632,و,O
52633,جنوبی,O
52634,تقسیم,O
52635,شده‌است,O
52636,.,O
52637,دو,O
52638,رود,O
52639,مهم,O
52640,از,O
52641,جنوب,O
52642,(,O
52643,صربستان,O
52644,),O
52645,وارد,O
52646,مجارستان,O
52647,می‌شود,O
52648,،,O
52649,رود,B-LOC
52650,دانوب,I-LOC
52651,که,O
52652,با,O
52653,گذر,O
52654,از,O
52655,بوداپست,O
52656,،,O
52657,پایتخت,O
52658,مجارستان,O
52659,راه,O
52660,شمال,O
52661,و,O
52662,شمال,O
52663,غرب,O
52664,را,O
52665,طی,O
52666,می‌کند,O
52667,و,O
52668,به,O
52669,اسلواکی,O
52670,و,O
52671,اتریش,O
52672,می‌رود,O
52673,و,O
52674,دیگری,O
52675,رود,O
52676,تیسا,B-LOC
52677,که,O
52678,آن,O
52679,هم,O
52680,از,O
52681,جنوب,O
52682,وارد,O
52683,مجارستان,O
52684,شده,O
52685,و,O
52686,راه,O
52687,شمال,O
52688,شرق,O
52689,را,O
52690,درپیش,O
52691,می‌گیرد,O
52692,و,O
52693,وارد,O
52694,اوکراین,O
52695,می‌شود,O
52696,.,O
52697,بوداپست,O
52698,از,O
52699,دوبخش,O
52700,بودا,O
52701,و,O
52702,پست,O
52703,تشکیل‌شده,O
52704,که,O
52705,اولی,O
52706,در,O
52707,کرانه,B-LOC
52708,باختری,I-LOC
52709,(,O
52710,سمت,O
52711,راست,O
52712,),O
52713,رود,B-LOC
52714,دانوب,I-LOC
52715,و,O
52716,دومی,O
52717,در,O
52718,سمت,O
52719,خاوری,O
52720,این,O
52721,رود,O
52722,واقع,O
52723,شده‌اند,O
52724,.,O
52725,شهر,O
52726,پچ,B-LOC
52727,که,O
52728,یکی,O
52729,از,O
52730,بزرگترین,O
52731,شهرهای,O
52732,کشور,O
52733,مجارستان,O
52734,می‌باشد,O
52735,پایتخت,B-LOC
52736,فرهنگی,I-LOC
52737,اروپا,I-LOC
52738,بوده,O
52739,و,O
52740,همچنین,O
52741,این,O
52742,شهر,O
52743,هر‌ساله,O
52744,پذیرای,O
52745,دانشجویان,O
52746,زیادی,O
52747,از,O
52748,دیگر,O
52749,کشورها,O
52750,است,O
52751,.,O
52752,شهرهای,O
52753,مهم,O
52754,مجارستان,O
52755,شامل,O
52756,دبرسن,B-LOC
52757,میشکولتس,B-LOC
52758,سگد,B-LOC
52759,پچ,B-LOC
52760,و,O
52761,گیور,B-LOC
52762,هستند,O
52763,.,O
52764,رئیس‌جمهوری,O
52765,از,O
52766,بین,O
52767,اعضای,O
52768,مجمع,B-ORG
52769,ملی,I-ORG
52770,برای,O
52771,یک,B-DAT
52772,دوره,I-DAT
52773,پنج‌ساله,O
52774,برگزیده,O
52775,می‌شود,O
52776,.,O
52777,قانون,O
52778,اساسی,O
52779,جدید,O
52780,مجارستان,O
52781,از,B-DAT
52782,اول,I-DAT
52783,ژانویه,I-DAT
52784,۲۰۱۲,I-DAT
52785,سال,I-DAT
52786,جاری,O
52787,به,O
52788,اجرا,O
52789,گذاشته,O
52790,شده‌است,O
52791,درحالیکه,O
52792,اتحادیه,B-LOC
52793,اروپا,I-LOC
52794,هشدار,O
52795,داده,O
52796,بود,O
52797,که,O
52798,بخشی,O
52799,از,O
52800,محتوای,O
52801,آن,O
52802,شامل,O
52803,تغییر,O
52804,در,O
52805,موقعیت,O
52806,بانک,B-LOC
52807,مرکزی,I-LOC
52808,و,O
52809,ارتباط,O
52810,آن,O
52811,با,O
52812,دولت,O
52813,،,O
52814,ساختار,O
52815,قوه,O
52816,قضاییه,O
52817,و,O
52818,تشکیلات,O
52819,ناظر,O
52820,بر,O
52821,حفظ,O
52822,اطلاعات,O
52823,و,O
52824,حریم,O
52825,خصوصی,O
52826,شهروندان,O
52827,برای,O
52828,این,O
52829,اتحادیه,O
52830,قابل‌قبول,O
52831,نیست,O
52832,.,O
52833,این,O
52834,کشور,O
52835,از,B-DAT
52836,سال,I-DAT
52837,۱۹۵۵,I-DAT
52838,عضو,O
52839,سازمان,B-ORG
52840,ملل,I-ORG
52841,بوده‌است,O
52842,.,O
52843,در,B-DAT
52844,سال,I-DAT
52845,۲۰۰۸,I-DAT
52846,اقتصاد,O
52847,مجارستان,O
52848,زیر,O
52849,فشار,O
52850,بدهی,O
52851,شدید,O
52852,و,O
52853,کسری,O
52854,بودجه,O
52855,قرار,O
52856,داشت,O
52857,.,O
52858,در,O
52859,پی,O
52860,کاهش,O
52861,شدید,O
52862,ارزش,O
52863,پول,O
52864,ملی,O
52865,و,O
52866,فشار,O
52867,مضاعف,O
52868,بر,O
52869,اقتصاد,O
52870,،,O
52871,مقامات,O
52872,این,O
52873,کشور,O
52874,به,O
52875,سراغ,O
52876,صندوق,B-ORG
52877,بین‌المللی,I-ORG
52878,پول,I-ORG
52879,رفتند,O
52880,.,O
52881,در,B-DAT
52882,اکتبر,I-DAT
52883,۲۰۱۰,I-DAT
52884,مخزن,O
52885,زباله‌های,O
52886,شیمیایی,O
52887,شرکت,O
52888,آلومینیوم‌سازی,O
52889,آیکا,O
52890,در,O
52891,غرب,O
52892,مجارستان,O
52893,ترکید,O
52894,.,O
52895,در,B-DAT
52896,سال,I-DAT
52897,۱۹۵۲,I-DAT
52898,برای,O
52899,اولین,O
52900,بار,O
52901,بعد,O
52902,از,O
52903,جنگ,B-EVE
52904,جهانی,I-EVE
52905,دوم,B-EVE
52906,یک,O
52907,موافقت‌نامه,O
52908,بازرگانی,O
52909,بین,O
52910,ایران,O
52911,و,O
52912,مجارستان,O
52913,منعقد,O
52914,گردید,O
52915,که,O
52916,اساس,O
52917,و,O
52918,پایه,O
52919,مبادلات,O
52920,بین,O
52921,دو,O
52922,کشور,O
52923,در,O
52924,سال‌های,O
52925,بعد,O
52926,قرار,O
52927,گرفت,O
52928,.,O
52929,در,B-DAT
52930,مه,I-DAT
52931,۱۹۶۶,I-DAT
52932,یک,I-DAT
52933,موافقت‌نامه,O
52934,بازرگانی,O
52935,و,O
52936,پرداخت,O
52937,برای,O
52938,مدت,B-DAT
52939,سه,I-DAT
52940,سال,I-DAT
52941,بین,O
52942,دو,O
52943,کشور,O
52944,منعقد,O
52945,گردید,O
52946,که,O
52947,به‌موجب,O
52948,آن,O
52949,حجم,O
52950,مبادلات,O
52951,بازرگانی,O
52952,بین,O
52953,طرفین,O
52954,برای,O
52955,سال,B-DAT
52956,اول,I-DAT
52957,۲۶,I-DAT
52958,میلیون,I-DAT
52959,دلار,O
52960,و,O
52961,برای,O
52962,سال,B-DAT
52963,دوم,I-DAT
52964,۲/۲۹,O
52965,میلیون,O
52966,دلار,O
52967,و,O
52968,برای,O
52969,سال,B-DAT
52970,سوم,I-DAT
52971,۳۳,I-DAT
52972,میلیون,I-DAT
52973,پیش‌بینی,O
52974,شد,O
52975,.,O
52976,طبق,O
52977,آمار,O
52978,بانک,B-ORG
52979,مرکزی,I-ORG
52980,ایران,I-ORG
52981,در,B-DAT
52982,سال,I-DAT
52983,اول,I-DAT
52984,موافقت‌نامه,O
52985,صادرات,O
52986,ایران,O
52987,به,O
52988,مجارستان,O
52989,۳/۴,O
52990,میلیون,O
52991,دلار,O
52992,و,O
52993,در,B-DAT
52994,سال,I-DAT
52995,دوم,I-DAT
52996,موافقت‌نامه,O
52997,صادرات,O
52998,۶/۳,O
52999,میلیون,O
53000,دلار,O
53001,و,O
53002,واردات,O
53003,۳/۸,O
53004,میلیون,O
53005,دلار,O
53006,و,O
53007,در,O
53008,هشت‌ماهه,O
53009,سال,B-DAT
53010,سوم,I-DAT
53011,۲۰/۵,O
53012,میلیون,O
53013,دلار,O
53014,و,O
53015,واردات,O
53016,۴/۴,O
53017,میلیون,O
53018,دلار,O
53019,بوده‌است,O
53020,.,O
53021,یک‌سال,O
53022,قبل,O
53023,از,O
53024,انعقاد,O
53025,موافقت‌نامه,O
53026,مذکور,O
53027,یعنی,O
53028,در,B-DAT
53029,مه,I-DAT
53030,۱۹۶۵,I-DAT
53031,یک,I-DAT
53032,موافقت‌نامه,O
53033,همکاری,O
53034,اقتصادی,O
53035,و,O
53036,فنی,O
53037,بین,O
53038,دو,O
53039,کشور,O
53040,در,O
53041,تهران,O
53042,به,O
53043,امضاء,O
53044,رسید,O
53045,که,O
53046,بر,O
53047,اساس,O
53048,آن,O
53049,دولت,O
53050,مجارستان,O
53051,موافقت,O
53052,نمود,O
53053,اعتباری,O
53054,به,O
53055,میزان,O
53056,ده,O
53057,میلیون,O
53058,دلار,O
53059,با,O
53060,بهره,O
53061,۵/۲,O
53062,جهت,O
53063,تحویل,O
53064,ماشین‌آلات,O
53065,و,O
53066,تجهیزات,O
53067,و,O
53068,انجام,O
53069,خدمات,O
53070,فنی,O
53071,در,O
53072,اختیار,O
53073,دولت,B-ORG
53074,ایران,I-ORG
53075,قرار,O
53076,دهد,O
53077,ولی,O
53078,به‌علت,O
53079,اینکه,O
53080,شرایط,O
53081,این,O
53082,موافقت‌نامه,O
53083,با,O
53084,موافقت‌نامه‌های,O
53085,مشابه,O
53086,که,O
53087,ایران,O
53088,با,O
53089,دیگر,O
53090,کشورها,O
53091,منعقد,O
53092,نموده,O
53093,و,O
53094,تا‌حدی,O
53095,متفاوت,O
53096,بود,O
53097,،,O
53098,از,O
53099,تمام,O
53100,اعتبار,O
53101,مذکور,O
53102,استفاده,O
53103,نشد,O
53104,.,O
53105,در,B-DAT
53106,آوریل,I-DAT
53107,۱۹۶۸,I-DAT
53108,یک,I-DAT
53109,موافقت‌نامه,O
53110,دیگر,O
53111,همکاری,O
53112,اقتصادی,O
53113,و,O
53114,فنی,O
53115,بین,O
53116,ایران,O
53117,و,O
53118,مجارستان,O
53119,به,O
53120,امضاء,O
53121,رسید,O
53122,که,O
53123,به‌موجب,O
53124,آن,O
53125,دولت,O
53126,مجارستان,O
53127,اعتباری,O
53128,به,O
53129,میزان,O
53130,چهل‌میلیون,O
53131,دلار,O
53132,با,O
53133,بهره,O
53134,۵/۲,O
53135,در,O
53136,اختیار,O
53137,دولت,O
53138,شاهنشاهی,O
53139,برای,O
53140,انجام,O
53141,پروژه‌های,O
53142,صنعتی,O
53143,و,O
53144,خرید,O
53145,ماشین‌آلات,O
53146,و,O
53147,تجهیزات,O
53148,و,O
53149,خدمات,O
53150,قرارداد,O
53151,و,O
53152,موافقت,O
53153,نمود,O
53154,که,O
53155,ایران,O
53156,در‌مقابل,O
53157,به,O
53158,همان,O
53159,میزان,O
53160,نفت,O
53161,خام,O
53162,شرکت,B-ORG
53163,ملی,I-ORG
53164,نفت,I-ORG
53165,ایران,I-ORG
53166,به,O
53167,مجارستان,O
53168,صادر,O
53169,نماید,O
53170,.,O
53171,با,O
53172,توجه,O
53173,به,O
53174,اینکه,O
53175,مبادلات,O
53176,بازرگانی,O
53177,بین,O
53178,دو,O
53179,کشور,O
53180,با,O
53181,وجود,O
53182,امکانات,O
53183,فراوان,O
53184,برای,O
53185,بسط,O
53186,و,O
53187,توسعه,O
53188,به,O
53189,میزان,O
53190,پیش‌بینی‌شده,O
53191,در,O
53192,موافقت‌نامه,O
53193,بازرگانی,O
53194,مورخ,B-DAT
53195,مه,I-DAT
53196,۱۹۶۶,I-DAT
53197,نرسیده,O
53198,بود,O
53199,لذا,O
53200,کمیسیون,O
53201,مختلط,O
53202,مرکب,O
53203,از,O
53204,نمایندگان,O
53205,دو,O
53206,دولت,B-ORG
53207,ایران,I-ORG
53208,و,O
53209,مجارستان,O
53210,در,B-DAT
53211,ژانویه,I-DAT
53212,۱۹۶۹,I-DAT
53213,در,O
53214,تهران,O
53215,تشکیل,O
53216,گردید,O
53217,و,O
53218,نتایج,O
53219,حاصله,O
53220,از,O
53221,اجرای,O
53222,موافقت‌نامه,O
53223,بازرگانی,O
53224,و,O
53225,پرداخت,O
53226,را,O
53227,مورد‌بررسی,O
53228,قرار,O
53229,دادند,O
53230,و,O
53231,چون,O
53232,مدت,O
53233,اعتبار,O
53234,در,B-DAT
53235,ژوئن,I-DAT
53236,۱۹۶۹,I-DAT
53237,به,O
53238,پایان,O
53239,می‌رسید,O
53240,لذا,O
53241,هیئت‌های,O
53242,نمایندگی,O
53243,دو,O
53244,کشور,O
53245,پیش‌نویس,O
53246,موافقت‌نامه‌های,O
53247,وزرای,O
53248,اقتصادی,O
53249,ایران,O
53250,و,O
53251,مجارستان,O
53252,آن,O
53253,را,O
53254,در,O
53255,بوداپست,O
53256,امضاء,O
53257,نمودند,O
53258,.,O
53259,برطبق,O
53260,آن,O
53261,قرار,O
53262,شد,O
53263,ایران,O
53264,در,B-DAT
53265,سال,I-DAT
53266,اول,I-DAT
53267,معادل,O
53268,یک‌میلیون,O
53269,دلار,O
53270,اتومبیل‌سواری,O
53271,اتوبوس,O
53272,،,O
53273,۲۰۰,O
53274,هزار,O
53275,دلار,O
53276,کفش,O
53277,۶۰۰,O
53278,هزار,O
53279,دلار,O
53280,یخچال,O
53281,چراغ‌گاز,O
53282,و,O
53283,آبگرمکن,O
53284,و,O
53285,۳۵۰,O
53286,هزار,O
53287,دلار,O
53288,فرش,O
53289,یک‌صد,O
53290,هزار,O
53291,دلار,O
53292,صابون,O
53293,و,O
53294,پودر,O
53295,رختشویی,O
53296,یک‌صد,O
53297,هزار,O
53298,دلار,O
53299,جوراب,O
53300,و,O
53301,پیراهن,O
53302,و,O
53303,زیرپیراهن,O
53304,،,O
53305,۲۰۰,O
53306,هزار,O
53307,دلار,O
53308,تریکو,O
53309,و,O
53310,پتو,O
53311,۵۵۰,O
53312,هزار,O
53313,دلار,O
53314,دخانیات,O
53315,۲۳۰,O
53316,هزار,O
53317,دلار,O
53318,روغن,O
53319,نباتی,O
53320,و,O
53321,دانه‌های,O
53322,روغنی,O
53323,۳۰۰,O
53324,هزار,O
53325,دلار,O
53326,محصولات,O
53327,نخی,O
53328,به,O
53329,مجارستان,O
53330,بفرستد,O
53331,.,O
53332,روابط,O
53333,اقتصادی,O
53334,ایران,O
53335,و,O
53336,مجارستان,O
53337,در,B-DAT
53338,سال,I-DAT
53339,۱۹۷۰,I-DAT
53340,وارد,O
53341,مرحله,O
53342,تازه‌ای,O
53343,شد,O
53344,.,O
53345,در,B-DAT
53346,اردیبهشت,I-DAT
53347,این,O
53348,سال,B-DAT
53349,در,O
53350,تهران,O
53351,مذاکرات,O
53352,مفصلی,O
53353,بین,O
53354,هیئت‌های,O
53355,نمایندگی,O
53356,دو,O
53357,کشور,O
53358,صورت,O
53359,گرفت,O
53360,و,O
53361,قرار,O
53362,شد,O
53363,که,O
53364,کالاهای,O
53365,صنعتی,O
53366,ایران,O
53367,در,O
53368,فهرست,O
53369,کالاهای,O
53370,قابل,O
53371,صدور,O
53372,به,O
53373,مجارستان,O
53374,قرار,O
53375,گیرد,O
53376,.,O
53377,در,O
53378,مهرماه,O
53379,۱۳۵۰,O
53380,یک,O
53381,هیئت,O
53382,بازاریابی,O
53383,و,O
53384,بازرگانی,O
53385,مرکب,O
53386,از,O
53387,وزیران,O
53388,صنایع,O
53389,و,O
53390,کارشناسان,O
53391,اقتصادی,O
53392,ایران,O
53393,به,O
53394,اروپا,O
53395,از‌جمله,O
53396,مجارستان,O
53397,مسافرت,O
53398,نمودند,O
53399,و,O
53400,سرانجام,O
53401,در,O
53402,آذرماه,O
53403,همان,O
53404,سال,B-DAT
53405,هیئت,O
53406,اقتصادی,O
53407,و,O
53408,بازرگانی,O
53409,مجار,O
53410,به‌مدت,O
53411,یک,B-DAT
53412,هفته,I-DAT
53413,به,O
53414,ایران,O
53415,آمد,O
53416,و,O
53417,پیمان‌هایی,O
53418,به‌منظور,O
53419,خرید,O
53420,کالاهای,O
53421,گوناگون,O
53422,از‌قبیل,O
53423,کفش,O
53424,و,O
53425,جوراب,O
53426,و,O
53427,تریکو,O
53428,و,O
53429,کشمش,O
53430,و,O
53431,پنبه,O
53432,به,O
53433,امضاء,O
53434,رسید,O
53435,.,O
53436,از,B-DAT
53437,سال,I-DAT
53438,۱۳۴۹,I-DAT
53439,ایجاد,O
53440,یک,O
53441,کارخانه,O
53442,تولید,O
53443,قند,O
53444,از,O
53445,خرما,O
53446,در,O
53447,خرمشهر,O
53448,با,O
53449,همکاری,O
53450,فنی,O
53451,کارشناسان,O
53452,مجارستان,O
53453,آغاز,O
53454,به‌کار,O
53455,کرد,O
53456,و,O
53457,در,B-DAT
53458,سال,I-DAT
53459,۵۰,I-DAT
53460,به,O
53461,مرحله,O
53462,بهره‌برداری,O
53463,رسید,O
53464,.,O
53465,در,B-DAT
53466,مهر,I-DAT
53467,۵۱,I-DAT
53468,وزیر,O
53469,بازرگانی,O
53470,خارجی,O
53471,مجارستان,O
53472,در,O
53473,راس,O
53474,یک,O
53475,هیئت,O
53476,شش,O
53477,نفری,O
53478,از,O
53479,مقامات,O
53480,اقتصادی,O
53481,و,O
53482,بازرگانی,O
53483,آن,O
53484,کشور,O
53485,برای,O
53486,شرکت,O
53487,در,B-DAT
53488,دومی,I-DAT
53489,اجلاس,O
53490,مشترک,O
53491,وزیران,O
53492,اقتصادی,O
53493,ایران,O
53494,و,O
53495,مجارستان,O
53496,به,O
53497,تهران,O
53498,آمد,O
53499,و,O
53500,طی,O
53501,مذاکراتی,O
53502,توافق,O
53503,شد,O
53504,که,O
53505,دولت,O
53506,مجار,O
53507,میزان,O
53508,خریدهای,O
53509,خود,O
53510,را,O
53511,از,O
53512,ایران,O
53513,افزایش,O
53514,و,O
53515,متنوع,O
53516,سازد,O
53517,.,O
53518,در,O
53519,همین,O
53520,سال,B-DAT
53521,مذاکرات,O
53522,دیگری,O
53523,برای,O
53524,تامین,O
53525,دومین,O
53526,واحد,O
53527,تولیدی,O
53528,تحقیق‌شده,O
53529,خرما,O
53530,صورت,O
53531,گرفت,O
53532,و,O
53533,ایجاد,O
53534,یک‌واحد,O
53535,عظیم,O
53536,کشت,O
53537,و,O
53538,صنعت,O
53539,دردشت,O
53540,مغان,O
53541,در,O
53542,دستور,O
53543,همکاری‌های,O
53544,اقتصادی,O
53545,و,O
53546,فنی,O
